,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
99,1004,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 1992 Fields Medal delivered a controversial speech during which college's graduation ceremony:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. College A</td><td style='text-align:center'>C. College C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. College B</td><td style='text-align:center'>D. College D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
100,1005,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these companies were public figures famously concerned about at the turn of the century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Company A</td><td style='text-align:center'>C. Company C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Company B</td><td style='text-align:center'>D. Company D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
101,1006,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these universities did Jodie Foster spend two summers at early in her career:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. University A</td><td style='text-align:center'>C. University C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. University B</td><td style='text-align:center'>D. University D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
102,1007,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these projects did Thomas Edison spend his final years working on before giving up:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
103,1008,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these laws do quiz contestants often admit to being ignorant of when they file their taxes:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Law A</td><td style='text-align:center'>C. Law C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Law B</td><td style='text-align:center'>D. Law D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,filler
104,1001,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CEO of Apple opposed the new budget because of which of these unpopular fiscal policies:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Policy A</td><td style='text-align:center'>C. Policy C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Policy B</td><td style='text-align:center'>D. Policy D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
105,1002,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The seventh president of the US spent time in which of these states after serving in the military:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
106,1003,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The star of 'The Terminator' first ran for public office in which of these election years:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Year A</td><td style='text-align:center'>C. Year C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Year B</td><td style='text-align:center'>D. Year D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
107,1004,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 1992 Fields Medal delivered a controversial speech during which college's graduation ceremony:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. College A</td><td style='text-align:center'>C. College C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. College B</td><td style='text-align:center'>D. College D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
108,1005,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these companies were public figures famously concerned about at the turn of the century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Company A</td><td style='text-align:center'>C. Company C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Company B</td><td style='text-align:center'>D. Company D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
109,1006,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these universities did Jodie Foster spend two summers at early in her career:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. University A</td><td style='text-align:center'>C. University C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. University B</td><td style='text-align:center'>D. University D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
110,1007,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these projects did Thomas Edison spend his final years working on before giving up:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
111,1008,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these laws do quiz contestants often admit to being ignorant of when they file their taxes:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Law A</td><td style='text-align:center'>C. Law C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Law B</td><td style='text-align:center'>D. Law D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
112,1001,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CEO of Apple opposed the new budget because of which of these unpopular fiscal policies:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Policy A</td><td style='text-align:center'>C. Policy C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Policy B</td><td style='text-align:center'>D. Policy D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
113,1002,filler_good,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The seventh president of the US spent time in which of these states after serving in the military:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. State A</td><td style='text-align:center'>C. State C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. State B</td><td style='text-align:center'>D. State D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
